PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
5U5O,1.1,CELLADHESION,N,0.183,0.211,T,Y,A,287,07-DEC-16,NA
5U64,1.2,IMMUNESYSTEM,N,0.147,0.170,T,Y,B,114,07-DEC-16,NA
5U69,1.3,PROTEINBINDINGINHIBITOR,Y,0.134,0.152,T,Y,A,358,07-DEC-16,NA
5UD9,1.3,IMMUNESYSTEM,N,0.180,0.188,F,Y,H,432,23-DEC-16,NA
5UFY,1.1,TRANSFERASE,N,0.151,0.168,T,Y,A,179,06-JAN-17,NA
5UGG,1.2,HYDROLASE/INHIBITOR,N,0.165,0.176,T,Y,A,246,08-JAN-17,NA
5ULB,1.3,SUGARBINDINGPROTEIN,N,0.112,0.153,T,Y,A,331,24-JAN-17,NA
5UM2,1.1,TRANSPORTPROTEIN,N,0.122,0.139,T,Y,A,316,26-JAN-17,NA
5UQ6,1.2,HYDROLASE,Y,0.142,0.156,T,Y,A,301,06-FEB-17,NA
5UQZ,1.1,SUGARBINDINGPROTEIN,N,0.126,0.146,T,Y,A,354,08-FEB-17,NA
5UUK,1.2,APOPTOSIS,Y,0.144,0.163,T,Y,A,174,17-FEB-17,NA
5UWZ,1.3,LYASE,N,0.140,0.167,T,Y,A,219,21-FEB-17,NA
5V1K,1.2,RNA,N,NULL,0.168,F,Y,AB,20,02-MAR-17,NA
5V1L,1.2,RNA,N,NULL,0.153,T,Y,ABCD,44,02-MAR-17,NA
5V2H,1.1,RNA,N,0.137,0.157,F,Y,ABCD,24,04-MAR-17,NA
5V3N,1.3,HYDROLASE,Y,0.193,0.217,T,Y,A,142,07-MAR-17,NA
5V5C,1.3,STRUCTURALPROTEIN,N,0.224,0.266,F,Y,A,6,14-MAR-17,NA
5VHG,1.3,PLANTPROTEIN,N,0.151,0.180,T,Y,A,150,13-APR-17,NA
5VI6,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.122,0.143,T,Y,A,355,14-APR-17,NA
5VNY,1.1,ENDOCYTOSISPROTEINBINDING,N,0.170,0.178,F,Y,A,64,01-MAY-17,NA
5VSG,1.1,DENOVOPROTEIN,N,0.117,0.134,F,Y,A,4,11-MAY-17,NA
5VX5,1.3,VIRALPROTEIN,Y,0.154,0.167,T,Y,A,161,23-MAY-17,NA
5VXQ,1,RNADNA,N,NULL,0.160,F,Y,NA,22,23-MAY-17,NA
5W0G,1.1,RNABINDINGPROTEIN/RNA,N,0.136,0.153,T,Y,A,84,30-MAY-17,NA
5W0H,1.1,RNABINDINGPROTEIN/RNA,N,0.154,0.168,T,Y,A,80,30-MAY-17,NA
5W98,1.2,BIOSYNTHETICPROTEIN,N,0.164,0.186,T,Y,A,300,22-JUN-17,NA
5WGI,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.107,0.126,T,Y,A,360,14-JUL-17,NA
5WHN,1.1,PROTEINFIBRIL,Y,0.136,0.160,T,Y,A,6,17-JUL-17,NA
5WHP,1,PROTEINFIBRIL,N,0.087,0.093,F,Y,A,6,17-JUL-17,NA
5WIA,1,PROTEINFIBRIL,Y,0.157,0.181,F,Y,A,6,18-JUL-17,NA
5WIQ,1.3,PROTEINFIBRIL,Y,0.153,0.168,F,Y,AB,14,19-JUL-17,NA
5WKB,1,PROTEINFIBRIL,N,0.225,0.270,F,Y,A,6,24-JUL-17,NA
5WSQ,1.1,DNA,N,0.156,0.175,F,Y,AB,16,08-DEC-16,NA
5X2E,1.3,CELLADHESION,N,0.183,0.216,F,Y,A,80,31-JAN-17,NA
5X9L,0.9,PLANTPROTEIN,N,NULL,0.129,T,Y,A,207,08-MAR-17,NA
5XBU,1,HYDROLASE,N,0.126,0.144,T,Y,A,179,21-MAR-17,NA
5XCT,1.2,IMMUNESYSTEM,N,0.154,0.185,T,Y,A,327,23-MAR-17,NA
5XCY,1.2,HYDROLASE,N,0.139,0.158,T,Y,A,358,24-MAR-17,NA
5XEC,1.1,ELECTRONTRANSPORT,N,0.176,0.197,T,Y,C,162,04-APR-17,NA
5XJZ,0.98,DNA,Y,0.124,0.131,F,Y,AB,16,04-MAY-17,NA
5XQV,0.97,ANTIFREEZEPROTEIN,N,0.130,0.158,T,Y,A,66,07-JUN-17,NA
5XSG,0.73,RNABINDINGPROTEIN,N,0.263,0.289,F,Y,A,6,14-JUN-17,NA
5XVT,0.85,TRANSFERASE,Y,0.133,0.139,T,Y,A,675,28-JUN-17,NA
5XW2,1.3,BIOSYNTHETICPROTEIN,N,0.169,0.185,F,Y,A,375,29-JUN-17,NA
5Y1F,1.3,OXIDOREDUCTASE,N,0.158,0.181,T,Y,A,311,20-JUL-17,NA
5Y4Z,1.3,HYDROLASE,Y,0.193,0.216,T,Y,A,440,06-AUG-17,NA
5Y90,1.3,TRANSFERASE,N,0.129,0.167,T,Y,A,304,22-AUG-17,NA
5YC6,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.198,0.228,F,Y,U,227,06-SEP-17,NA
5YCE,0.77,OXYGENSTORAGE,N,0.145,0.162,T,Y,A,151,07-SEP-17,NA
5YDE,1,TRANSCRIPTION,N,0.120,0.139,T,Y,A,111,13-SEP-17,NA
5YH4,1.3,HYDROLASEINHIBITOR,N,0.175,0.188,T,Y,A,179,27-SEP-17,NA
5YOB,1.1,ELECTRONTRANSPORT,N,0.167,0.177,T,Y,A,148,27-OCT-17,NA
5YSX,1.2,CELLADHESION,N,0.155,0.167,T,Y,A,309,16-NOV-17,NA
5YVK,1.3,TRANSFERASE,N,0.166,0.187,T,Y,A,198,26-NOV-17,NA
5Z37,1.3,HYDROLASE,N,0.157,0.179,T,Y,A,246,05-JAN-18,NA
5Z3E,1.1,HYDROLASE,N,0.108,0.118,T,Y,A,371,05-JAN-18,NA
5Z42,1.3,DNABINDINGPROTEIN,N,0.191,0.204,F,Y,A,102,10-JAN-18,NA
5Z95,1.2,HYDROLASE,N,0.130,0.143,T,Y,A,268,02-FEB-18,NA
5ZAT,1.1,DNA,N,0.157,0.181,F,Y,AB,18,08-FEB-18,NA
5ZCK,1.3,PROTEINFIBRIL,N,0.139,0.153,F,Y,NA,4,18-FEB-18,NA
5ZGL,0.95,RNABINDINGPROTEIN,N,0.102,0.121,F,Y,NA,14,09-MAR-18,NA
5ZHZ,1.2,DNABINDINGPROTEIN,N,0.140,0.159,F,Y,A,252,13-MAR-18,NA
5ZIM,1.3,PROTONTRANSPORT,N,NULL,0.148,T,Y,A,228,16-MAR-18,NA
5ZRC,1.1,HYDROLASE,N,0.144,0.172,T,Y,A,124,24-APR-18,NA
5ZRQ,1.1,HYDROLASE,N,0.122,0.142,T,Y,A,262,25-APR-18,NA
5ZW7,1.3,BIOSYNTHETICPROTEIN,Y,0.114,0.127,T,Y,A,383,14-MAY-18,NA
5ZX8,1,HYDROLASE,N,0.129,0.143,T,Y,A,186,18-MAY-18,NA
5ZXE,1.3,CELLCYCLE,N,0.172,0.201,T,Y,NA,130,19-MAY-18,NA
6A9S,1.2,VIRALPROTEIN,N,0.108,0.130,T,Y,A,342,16-JUL-18,NA
6AFM,1.3,HYDROLASE,N,0.151,0.168,T,Y,A,268,08-AUG-18,NA
6AID,1.3,HYDROLASE,N,0.135,0.165,F,Y,A,261,22-AUG-18,NA
6ANM,0.64,DENOVOPROTEIN,N,0.086,0.090,F,Y,A,0,14-AUG-17,NA
6ANN,0.76,DENOVOPROTEIN,N,0.144,0.157,F,Y,ABCDE,0,14-AUG-17,NA
6AO9,1.1,LYASE,N,0.188,0.195,T,Y,A,171,15-AUG-17,NA
6APO,1.2,IMMUNESYSTEM,N,0.149,0.173,T,Y,A,116,17-AUG-17,NA
6AQT,1.1,DNA,N,0.195,0.231,T,Y,ABCDEF,36,21-AUG-17,NA
6AQV,1.3,DNA,N,0.132,0.147,F,Y,ABCDEF,36,21-AUG-17,NA
6AQW,1.3,DNA,N,0.169,0.184,T,Y,ABCDEFGH,48,21-AUG-17,NA
6AR0,1.1,SIGNALINGPROTEIN,N,0.164,0.179,F,Y,A,138,21-AUG-17,NA
6AT0,1.3,TRANSCRIPTION,N,0.242,0.260,T,Y,A,57,27-AUG-17,NA
6AT8,1.1,LIPIDBINDINGPROTEIN,N,0.127,0.149,T,Y,A,133,28-AUG-17,NA
6AVX,1.3,HYDROLASE,N,0.151,0.166,T,Y,A,208,04-SEP-17,NA
6AXZ,0.75,PROTEINFIBRIL,N,0.243,0.246,F,Y,A,9,07-SEP-17,NA
6B00,0.9,LYASE,N,0.121,0.144,T,Y,A,263,13-SEP-17,NA
6B17,1.3,DENOVOPROTEIN,N,0.133,0.148,T,Y,ABEFDC,72,17-SEP-17,NA
6B26,1.2,PROTEINBINDING,N,0.153,0.169,T,Y,A,117,19-SEP-17,NA
6B8F,1.1,OXIDOREDUCTASE,N,0.092,0.103,T,Y,A,172,07-OCT-17,NA
6BG3,1.1,HYDROLASELIGASE/INHIBITOR,N,0.157,0.174,T,Y,A,366,27-OCT-17,NA
6BGY,1.2,OXIDOREDUCTASE/INHIBITOR,N,0.167,0.193,T,Y,A,297,29-OCT-17,NA
6BHD,1.3,TRANSFERASE,N,0.149,0.183,T,Y,A,227,30-OCT-17,NA
6BIO,1.2,HYDROLASE,N,0.165,0.192,T,Y,NA,278,02-NOV-17,NA
6BN3,1.3,HYDROLASE,N,0.169,0.214,T,Y,A,267,16-NOV-17,NA
6BO0,1.2,OXIDOREDUCTASE,N,0.124,0.155,T,Y,A,198,17-NOV-17,NA
6BQA,1,GENEREGULATION,Y,0.163,0.171,F,Y,A,102,27-NOV-17,NA
6BTK,1.1,PROTEINFIBRIL,N,0.141,0.162,F,Y,A,9,06-DEC-17,NA
6BWZ,1.1,PROTEINFIBRIL,Y,0.143,0.165,F,Y,A,6,15-DEC-17,NA
6BXD,1.1,IMMUNESYSTEM,N,0.177,0.179,T,Y,A,192,18-DEC-17,NA
6BXV,1.1,PROTEINFIBRIL,Y,0.138,0.148,F,Y,A,8,19-DEC-17,NA
6BXX,1.1,PROTEINFIBRIL,Y,0.064,0.087,F,Y,A,6,19-DEC-17,NA
6BZM,0.9,PROTEINFIBRIL,Y,0.230,0.264,F,Y,AB,16,24-DEC-17,NA
6BZP,1.1,PROTEINFIBRIL,Y,0.223,0.255,T,Y,AB,12,25-DEC-17,NA
6C1X,1.1,ISOMERASE,N,0.144,0.172,T,Y,A,127,05-JAN-18,NA
6C1Z,1.3,LIPIDBINDINGPROTEIN,N,0.191,0.210,F,Y,A,138,05-JAN-18,NA
6C3T,1,PROTEINFIBRIL,N,0.111,0.124,F,Y,AB,12,10-JAN-18,NA
6C4Q,1.2,TRANSPORTPROTEIN,N,0.130,0.145,T,Y,A,82,12-JAN-18,NA
6CAF,1.3,PLANTPROTEIN,N,0.097,0.128,T,Y,A,288,30-JAN-18,NA
6CAX,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.160,0.171,T,Y,A,300,01-FEB-18,NA
6CB9,1.1,PROTEINFIBRIL,Y,0.199,0.243,T,Y,A,6,02-FEB-18,NA
6CBU,1.2,TRANSPORTPROTEIN,N,0.144,0.153,T,Y,A,96,05-FEB-18,NA
6CEW,1.2,PROTEINFIBRIL,Y,0.199,0.218,T,Y,AB,12,12-FEB-18,NA
6CF4,0.75,PROTEINFIBRIL,N,0.235,0.251,T,Y,A,5,13-FEB-18,NA
6CKP,1.1,ELECTRONTRANSPORT,N,0.142,0.161,T,Y,A,119,28-FEB-18,NA
6CLC,1,PROTEINFIBRIL,N,0.176,0.159,F,Y,A,7,02-MAR-18,NA
6CLD,1,PROTEINFIBRIL,N,0.220,0.213,F,Y,A,7,02-MAR-18,NA
6CLE,1,PROTEINFIBRIL,N,0.245,0.244,F,Y,A,7,02-MAR-18,NA
6CLF,1.1,PROTEINFIBRIL,N,0.268,0.293,F,Y,A,7,02-MAR-18,NA
6CLI,1,PROTEINFIBRIL,N,0.192,0.196,F,Y,A,7,02-MAR-18,NA
6CLJ,1,PROTEINFIBRIL,N,0.204,0.196,F,Y,A,7,02-MAR-18,NA
6CLK,1,PROTEINFIBRIL,N,0.261,0.267,F,Y,A,7,02-MAR-18,NA
6CLL,1,PROTEINFIBRIL,N,0.249,0.280,F,Y,A,7,02-MAR-18,NA
6CLM,1,PROTEINFIBRIL,N,0.231,0.255,F,Y,A,7,02-MAR-18,NA
6CLN,1.1,PROTEINFIBRIL,N,0.217,0.221,F,Y,A,7,02-MAR-18,NA
6CLO,1.1,PROTEINFIBRIL,N,0.266,0.268,F,Y,A,7,02-MAR-18,NA
6CLP,1.2,PROTEINFIBRIL,N,0.243,0.277,F,Y,A,7,02-MAR-18,NA
6CLQ,1.2,PROTEINFIBRIL,N,0.238,0.262,F,Y,A,7,02-MAR-18,NA
6CNW,0.92,IMMUNESYSTEM,N,0.126,0.139,T,Y,A,116,09-MAR-18,NA
6CQ3,1.3,DNA,N,0.151,0.189,F,Y,AB,24,14-MAR-18,NA
6CWK,1.3,IMMUNESYSTEM,N,0.156,0.176,T,Y,A,129,30-MAR-18,NA
6CWM,1.1,SUGARBINDINGPROTEIN,N,0.132,0.159,T,Y,A,171,30-MAR-18,NA
6DCM,1,BLOODCLOTTING,N,0.142,0.157,T,Y,A,85,07-MAY-18,NA
6DDM,1.3,IMMUNESYSTEM,N,0.189,0.205,T,Y,A,514,10-MAY-18,NA
6DF4,1.3,TRANSCRIPTION/INHIBITOR,Y,0.172,0.187,T,Y,A,134,14-MAY-18,NA
6DGA,1.2,UNKNOWNFUNCTION,N,0.164,0.193,T,Y,A,95,17-MAY-18,NA
6DIX,1,PROTEINFIBRIL,N,0.105,0.125,T,Y,ABCD,24,23-MAY-18,NA
6DIY,0.9,PROTEINFIBRIL,N,0.099,0.120,T,Y,A,5,24-MAY-18,NA
6DJ0,1.3,PROTEINFIBRIL,N,0.186,0.218,T,Y,NA,12,24-MAY-18,NA
6DKY,1.2,UNKNOWNFUNCTION,N,0.199,0.223,F,Y,AB,16,31-MAY-18,NA
6DKZ,0.99,PLANTPROTEIN,N,0.173,0.174,F,Y,A,8,31-MAY-18,NA
6DL0,1.2,PLANTPROTEIN,N,0.121,0.126,F,Y,A,8,31-MAY-18,NA
6DL1,1,PLANTPROTEIN,N,0.194,0.211,F,Y,A,8,31-MAY-18,NA
6DOP,1.3,HYDROLASE/DNA/RNA,Y,0.163,0.178,T,Y,A,147,09-JUN-18,NA
6DQH,1.1,HYDROLASE,N,0.179,0.196,T,Y,A,250,11-JUN-18,NA
6DTV,1.1,REPLICATION,N,0.125,0.137,T,Y,A,184,18-JUN-18,NA
6DY5,1.3,DNA,Y,0.216,0.254,F,Y,AB,20,01-JUL-18,NA
6E0O,1.3,TRANSFERASE/RNA,N,0.143,0.164,T,Y,A,275,06-JUL-18,NA
6E4D,1.3,METALBINDINGPROTEIN,N,0.168,0.188,F,Y,A,514,17-JUL-18,NA
6E6O,0.7,SIGNALINGPROTEIN,N,0.166,0.184,T,Y,A,40,25-JUL-18,NA
6E7E,1.1,PROTEINBINDING,N,0.142,0.169,F,Y,A,169,26-JUL-18,NA
6EEX,1.1,PROTEINFIBRIL,N,0.062,0.069,F,Y,A,6,15-AUG-18,NA
6EEY,1.1,STRUCTURALPROTEIN,N,0.160,0.182,F,Y,A,94,15-AUG-18,NA
6EF7,1,SUGARBINDINGPROTEIN,N,0.126,0.141,T,Y,A,124,16-AUG-18,NA
6EFN,1.3,OXIDOREDUCTASE,N,0.145,0.169,T,Y,A,383,16-AUG-18,NA
6EH4,1.3,IMMUNESYSTEM,N,0.160,0.191,T,Y,D,448,12-SEP-17,NA
6EIO,0.84,ANTIFREEZEPROTEIN,N,0.116,0.128,T,Y,A,222,19-SEP-17,NA
6EKG,1.1,METALBINDINGPROTEIN,N,0.155,0.172,T,Y,Y,121,26-SEP-17,NA
6EKZ,1.1,OXIDOREDUCTASE,N,0.159,0.163,T,Y,A,325,27-SEP-17,NA
6ELM,1.1,STRUCTURALGENOMICS,N,0.140,0.168,T,Y,A,98,29-SEP-17,NA
6ELV,1.1,OXIDOREDUCTASE,N,0.148,0.161,T,Y,A,134,29-SEP-17,NA
6ELW,1.3,OXIDOREDUCTASE,N,0.125,0.155,T,Y,NA,164,29-SEP-17,NA
6ENP,1,HYDROLASE,N,0.123,0.145,T,Y,A,128,05-OCT-17,NA
6ENS,1.3,SIGNALINGPROTEIN,N,0.127,0.168,T,Y,A,185,06-OCT-17,NA
6EQE,0.92,HYDROLASE,N,0.101,0.110,T,Y,A,265,12-OCT-17,NA
6ESM,1.1,HYDROLASE,Y,0.157,0.172,T,Y,A,158,23-OCT-17,NA
6ET6,1.2,ANTIMICROBIALPROTEIN,N,0.149,0.169,T,Y,A,149,25-OCT-17,NA
6ETL,0.85,HYDROLASE,N,NULL,0.122,T,Y,A,124,27-OCT-17,NA
6EUW,1,RNABINDINGPROTEIN,N,0.141,0.164,T,Y,A,156,31-OCT-17,NA
6EVG,1.1,OXIDOREDUCTASE,N,0.126,0.149,F,Y,A,444,01-NOV-17,NA
6EVH,0.9,ANTIBIOTIC,N,NULL,NULL,T,Y,A,4,01-NOV-17,NA
6EXX,1.1,RNABINDINGPROTEIN,N,0.144,0.163,T,Y,A,79,10-NOV-17,NA
6EXZ,1.3,TRANSPORTPROTEIN,N,0.171,0.207,T,Y,A,69,10-NOV-17,NA
6EY1,1.2,OXIDOREDUCTASE,N,0.123,0.138,T,Y,A,211,10-NOV-17,NA
6F8B,1.3,HYDROLASE,N,0.144,0.159,F,Y,A,298,12-DEC-17,NA
6F9O,1.1,HYDROLASE,N,0.111,0.132,T,Y,A,309,15-DEC-17,NA
6FC0,1.3,TRANSLATION,Y,0.165,0.201,T,Y,A,269,20-DEC-17,NA
6FEX,1.3,TRANSFERASE,N,0.139,0.174,T,Y,A,289,03-JAN-18,NA
6FF1,1.3,CHAPERONE,N,0.144,0.172,T,Y,A,69,03-JAN-18,NA
6FG4,1.1,PROTEINFIBRIL,N,0.163,0.194,T,Y,A,6,09-JAN-18,NA
6FG8,1.3,PROTEINBINDING,Y,0.153,0.184,T,Y,A,377,10-JAN-18,NA
6FGG,1.1,TRANSCRIPTION,Y,0.147,0.155,T,Y,A,101,10-JAN-18,NA
6FI2,1.2,LYASE,N,0.140,0.166,T,Y,A,375,16-JAN-18,NA
6FIH,1.1,PLANTPROTEIN,N,0.160,0.183,T,Y,A,379,18-JAN-18,NA
6FJ7,1.1,PROTEINBINDING,N,0.155,0.195,T,Y,A,80,21-JAN-18,NA
6FJN,0.97,VIRALPROTEIN,N,0.183,0.195,T,Y,A,184,22-JAN-18,NA
6FM7,1,HYDROLASE,N,0.117,0.136,T,Y,A,356,30-JAN-18,NA
6FMB,1.3,RNABINDINGPROTEIN,N,0.145,0.176,T,Y,A,98,30-JAN-18,NA
6FMC,0.9,SIGNALINGPROTEIN,Y,0.110,0.132,T,Y,A,158,30-JAN-18,NA
6FNK,1,TRANSFERASE,N,0.196,0.220,T,Y,A,274,04-FEB-18,NA
6FRE,1.2,SPLICING,N,0.176,0.188,T,Y,A,154,15-FEB-18,NA
6FSG,1.3,ELECTRONTRANSPORT,N,0.152,0.171,T,Y,A,147,19-FEB-18,NA
6FSN,1.2,TRANSFERASE,N,0.211,0.227,T,Y,A,276,19-FEB-18,NA
6FT2,1.3,TRANSPORTPROTEIN,Y,0.181,0.202,T,Y,A,236,20-FEB-18,NA
6FTF,1.1,SIGNALINGPROTEIN,N,0.151,0.160,T,Y,B,291,21-FEB-18,NA
6FUC,1.2,TRANSFERASE,N,0.139,0.169,T,Y,A,270,26-FEB-18,NA
6FVI,1,CELLCYCLE,N,0.137,0.152,T,Y,A,139,02-MAR-18,NA
6FYJ,1.3,OXIDOREDUCTASE,Y,0.174,0.193,T,Y,A,417,12-MAR-18,NA
6GBI,1.3,STRUCTURALPROTEIN,N,0.162,0.165,T,Y,A,104,14-APR-18,NA
6GEH,1.1,METALTRANSPORT,N,0.146,0.174,T,Y,A,256,26-APR-18,NA
6GG1,1.3,CYTOKINE,N,0.168,0.183,T,Y,A,145,02-MAY-18,NA
6GGP,1,TRANSPORTPROTEIN,N,0.138,0.171,T,Y,NA,212,03-MAY-18,NA
6GHT,1.1,TRANSPORTPROTEIN,Y,0.161,0.187,T,Y,A,261,09-MAY-18,NA
6GKE,1.1,SUGARBINDINGPROTEIN,Y,0.118,0.128,T,Y,A,309,19-MAY-18,NA
6GLD,1.1,DNA,N,0.150,0.158,F,Y,B,10,23-MAY-18,NA
6GLH,1.2,HYDROLASE,Y,0.194,0.201,T,Y,A,154,23-MAY-18,NA
6GNA,1.3,OXIDOREDUCTASE,N,0.177,0.201,T,Y,A,284,30-MAY-18,NA
6GPU,1.2,FLAVOPROTEIN,N,0.134,0.164,T,Y,A,115,07-JUN-18,NA
6GUX,1.3,PROTONTRANSPORT,N,0.141,0.172,T,Y,A,240,19-JUN-18,NA
6GV3,1.2,TRANSFERASE,N,0.192,0.216,T,Y,A,156,20-JUN-18,NA
6GVD,1.2,HYDROLASE,Y,0.151,0.188,T,Y,A,531,20-JUN-18,NA
6GX2,1.1,TRANSFERASE,Y,0.113,0.134,T,Y,NA,297,26-JUN-18,NA
6GY5,1.1,LIGASE,Y,0.154,0.172,T,Y,A,296,28-JUN-18,NA
6GZ8,1,STRUCTURALPROTEIN,N,0.135,0.154,T,Y,A,133,03-JUL-18,NA
6H0M,1.3,OXIDOREDUCTASE,Y,0.127,0.147,T,Y,A,257,10-JUL-18,NA
6H10,1.1,OXIDOREDUCTASE,N,0.121,0.133,T,Y,A,330,10-JUL-18,NA
6H17,1.3,CYTOSOLICPROTEIN,N,NULL,0.163,T,Y,A,193,11-JUL-18,NA
6H26,1.3,ISOMERASE,N,0.153,0.187,T,Y,A,243,13-JUL-18,NA
6H40,1.1,TRANSFERASE,N,0.109,0.120,T,Y,A,220,20-JUL-18,NA
6HAV,1.1,OXIDOREDUCTASE,N,0.119,0.134,T,Y,A,342,08-AUG-18,NA
6HER,1.2,PROTEINBINDING,Y,0.170,0.195,T,Y,A,227,20-AUG-18,NA
6HFQ,1.1,BIOSYNTHETICPROTEIN,N,0.126,0.137,T,Y,A,361,21-AUG-18,NA
6HHM,1.2,HYDROLASE,N,0.136,0.153,T,Y,A,459,28-AUG-18,NA
6HMQ,0.97,TRANSFERASE,N,0.120,0.132,T,Y,A,327,12-SEP-18,NA
6HPH,1.1,HYDROLASE,Y,0.129,0.163,T,Y,A,418,20-SEP-18,NA
6HQC,1.3,PROTEINFIBRIL,N,0.150,0.197,T,Y,A,116,24-SEP-18,NA
6HR0,1,ELECTRONTRANSPORT,N,NULL,0.178,T,Y,A,90,26-SEP-18,NA
6HSA,0.92,BIOSYNTHETICPROTEIN,N,0.102,0.120,T,Y,A,145,29-SEP-18,NA
6HUR,1.3,TRANSPORTPROTEIN,N,NULL,0.171,T,Y,A,428,09-OCT-18,NA
6HXU,1.2,IMMUNESYSTEM,Y,NULL,NULL,T,Y,A,182,18-OCT-18,NA
6HY3,1.3,HYDROLASE,N,0.150,0.169,T,Y,A,269,19-OCT-18,NA
6HYN,1.1,SIGNALINGPROTEIN,N,0.168,0.185,T,Y,NA,132,22-OCT-18,NA
6HYO,1.1,SIGNALINGPROTEIN,N,0.143,0.161,T,Y,NA,131,22-OCT-18,NA
6HZR,1.2,PEPTIDEBINDINGPROTEIN,N,0.208,0.226,T,Y,A,504,23-OCT-18,NA
6I03,1,ISOMERASE,N,0.153,0.175,T,Y,A,219,24-OCT-18,NA
6I05,1.2,CELLCYCLE,N,0.155,0.171,T,Y,A,76,25-OCT-18,NA
6I4E,1.2,CONTRACTILEPROTEIN,N,0.137,0.157,T,Y,A,473,09-NOV-18,NA
6IGG,1,PLANTPROTEIN,N,0.117,0.136,T,Y,A,170,25-SEP-18,NA
6IH0,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.165,0.182,F,Y,A,267,27-SEP-18,NA
6IIY,1.3,OXIDOREDUCTASE,N,0.163,0.182,T,Y,A,237,08-OCT-18,NA
6ITA,1.2,SIGNALINGPROTEIN,N,0.204,0.232,T,Y,A,189,20-NOV-18,NA
6IUX,1.2,HYDROLASE,N,0.160,0.183,T,Y,A,358,01-DEC-18,NA
6J2M,1.1,ISOMERASE,N,0.126,0.145,T,Y,A,111,01-JAN-19,NA
6J2U,1.3,OXIDOREDUCTASE,N,0.981,0.172,F,Y,A,345,03-JAN-19,NA
6J60,0.96,RNABINDINGPROTEIN,N,0.235,0.248,T,Y,NA,9,12-JAN-19,NA
6J6V,1.2,TRANSCRIPTION,N,0.134,0.151,T,Y,A,94,16-JAN-19,NA
6J93,0.95,HYDROLASE,N,0.134,0.153,T,Y,A,196,21-JAN-19,NA
6JB9,1.1,IMMUNESYSTEM,N,0.102,0.129,T,Y,A,128,25-JAN-19,NA
6JGJ,0.78,FLUORESCENTPROTEIN,N,NULL,0.125,T,Y,A,227,14-FEB-19,NA
6JK2,1.1,SUGARBINDINGPROTEIN,N,0.137,0.158,F,Y,A,40,27-FEB-19,NA
6JK4,1.1,ANTIFREEZEPROTEIN,N,0.155,0.174,T,Y,A,126,27-FEB-19,NA
6JPT,0.96,CHAPERONE,N,0.136,0.146,T,Y,A,121,27-MAR-19,NA
6JSA,1.3,HEME-BINDINGPROTEIN,N,0.162,0.180,T,Y,A,165,08-APR-19,NA
6JV0,1.1,HYDROLASE,N,0.174,0.192,T,Y,A,273,15-APR-19,NA
6K4X,1.2,HYDROLASE,Y,0.130,0.151,T,Y,A,260,27-MAY-19,NA
6KBX,1.2,DNABINDINGPROTEIN,Y,0.156,0.165,F,Y,B,230,26-JUN-19,NA
6KBY,1.1,HYDROLASE,Y,0.169,0.181,F,Y,A,362,26-JUN-19,NA
6KFN,0.89,LYASE,N,0.106,0.122,T,Y,A,298,08-JUL-19,NA
6KGI,1,LIGASE,N,0.190,0.202,F,Y,B,86,11-JUL-19,NA
6KJ1,0.65,RNABINDINGPROTEIN,N,0.230,0.240,F,Y,A,6,20-JUL-19,NA
6KJ2,0.67,RNABINDINGPROTEIN,N,0.236,0.244,F,Y,A,6,20-JUL-19,NA
6KJ3,0.6,RNABINDINGPROTEIN,N,0.308,0.326,F,Y,A,6,20-JUL-19,NA
6KJ4,0.65,RNABINDINGPROTEIN,N,0.266,0.296,F,Y,A,6,20-JUL-19,NA
6M43,1.2,HYDROLASE,N,0.176,0.182,T,Y,A,190,05-MAR-20,NA
6M7K,1.1,OXIDOREDUCTASE,Y,0.143,0.157,T,Y,A,321,20-AUG-18,NA
6M7M,1.1,PROTEINFIBRIL,N,0.202,0.236,F,Y,NA,6,20-AUG-18,NA
6M8M,1.2,SUGARBINDINGPROTEIN,N,0.141,0.159,T,Y,NA,177,22-AUG-18,NA
6M9I,0.9,PROTEINFIBRIL,N,0.219,0.232,F,Y,A,6,23-AUG-18,NA
6M9J,0.9,PROTEINFIBRIL,N,0.234,0.252,F,Y,A,6,23-AUG-18,NA
6MAP,1.1,SUGARBINDINGPROTEIN/INHIBITOR,Y,0.201,0.217,T,Y,B,154,28-AUG-18,NA
6MC2,1.1,DNA,N,0.108,0.137,T,Y,AB,18,30-AUG-18,NA
6MM2,1,SIGNALINGPROTEIN,N,NULL,0.163,T,Y,A,99,28-SEP-18,NA
6MRR,1.2,DENOVOPROTEIN,N,0.150,0.182,T,Y,A,68,15-OCT-18,NA
6MU0,1.1,ISOMERASE,N,0.135,0.149,T,Y,A,151,22-OCT-18,NA
6MU9,0.97,LIGASE,N,0.102,0.111,T,Y,A,263,22-OCT-18,NA
6MVZ,0.83,ANTIBIOTIC,N,NULL,NULL,F,Y,A,2,29-OCT-18,NA
6MW0,0.78,ANTIBIOTIC,N,NULL,NULL,T,Y,NA,1,29-OCT-18,NA
