PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY, BFACTOR ,HYDROGENS,STRUCFAC,CHAINS, RESIDUES , NUCLEOTIDES ,DATE,COMMENTS
4R6Y,1.2,TRANSPORTPROTEIN,N,0.115,0.148,Y, 144 ,N,Y,NA, 317 , -   ,26-Aug-14,NA
4R75,1.3,TRANSPORTPROTEIN,N,0.173,0.19,Y, 75 ,N,Y,A, 318 , -   ,26-Aug-14,NA
6S07,1,TRANSFERASE,Y,0.173,0.18,Y, 38 ,Y,Y,A, 319 , -   ,14-Jun-19,NA
3FMU,1,OXIDOREDUCTASE,N,0.112,0.123,Y, 41 ,Y,Y,A, 319 , -   ,22-Dec-08,NA
1YG9,1.3,HYDROLASEALLERGEN,N,0.181,0.212,Y, 106 ,N,Y,A, 319 , -   ,04-Jan-05,NA
1YS1,1.1,HYDROLASE,Y,0.15,0.158,N, 24 ,N,Y,X, 320 , -   ,06-Feb-05,NA
4P47,1.3,SOLUTE-BINDINGPROTEIN,N,0.165,0.188,Y, 68 ,Y,Y,A, 320 , -   ,12-Mar-14,NA
1IXH,0.98,PHOSPHATETRANSPORT,Y,0.117,0.141,Y, 74 ,Y,N,A, 321 , -   ,01-Aug-96,NA
4NLM,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.147,0.181,Y, 76 ,N,Y,A, 321 , -   ,14-Nov-13,NA
1WLY,1.3,OXIDOREDUCTASE,N,0.212,0.232,N, 64 ,N,Y,A, 322 , -   ,30-Jun-04,NA
4AAN,1.2,OXIDOREDUCTASE,N,0.14788,0.16624,Y, 53 ,N,Y,A, 323 , -   ,05-Dec-11,NA
4IHM,1.3,HYDROLASE,N,0.141,0.148,Y, 58 ,N,Y,A, 323 , -   ,19-Dec-12,NA
1DS1,1.1,OXIDOREDUCTASELYASE,Y,NULL,0.166,N, 89 ,N,N,A, 323 , -   ,06-Jan-00,NA
1BXO,0.95,HYDROLASE,Y,0.1,0.125,Y, 102 ,Y,Y,A, 323 , -   ,07-Oct-98,NA
2DDX,0.86,HYDROLASE,N,0.14,0.148,Y, 18 ,N,Y,A, 324 , -   ,06-Feb-06,NA
1RYO,1.2,METALTRANSPORT,N,0.221,0.235,Y, 27 ,N,Y,A, 324 , -   ,22-Dec-03,NA
5B51,1.3,TRANSPORTPROTEIN,N,0.163,0.181,Y, 45 ,N,Y,A, 324 , -   ,20-Apr-16,NA
4PVA,1.2,HYDROLASE,N,0.144,0.162,Y, 62 ,N,Y,A, 324 , -   ,15-Mar-14,NA
5MX9,1.1,TRANSFERASE,N,0.134,0.145,Y, 70 ,Y,Y,A, 324 , -   ,22-Jan-17,NA
4ZX2,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.163,0.175,Y, 27 ,N,Y,A, 325 , -   ,20-May-15,NA
1TBF,1.3,HYDROLASE,Y,0.159,0.185,Y, 40 ,N,Y,A, 325 , -   ,20-May-04,NA
2A3N,1.2,SUGARBINDINGPROTEIN,N,0.113,0.14,Y, 41 ,N,Y,A, 325 , -   ,25-Jun-05,NA
6EKZ,1.1,OXIDOREDUCTASE,N,0.159,0.163,Y, 48 ,N,Y,A, 325 , -   ,27-Sep-17,NA
1R0R,1.1,HYDROLASE,Y,0.159,0.184,Y, 50 ,N,Y,E, 325 , -   ,22-Sep-03,NA
4I71,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.127,0.147,Y, 52 ,N,Y,A, 325 , -   ,30-Nov-12,NA
5INB,1.3,HYDROLASE/PROTEINBINDING,Y,0.133,0.153,Y, 53 ,N,Y,NA, 326 , -   ,07-Mar-16,NA
4MHP,1.1,TRANSFERASE,N,0.166,0.186,N, 71 ,N,Y,A, 326 , -   ,30-Aug-13,NA
6HMQ,0.97,TRANSFERASE,N,0.12,0.132,Y, 59 ,Y,Y,A, 327 , -   ,12-Sep-18,NA
4BPS,1.1,HYDROLASE,N,0.127,0.147,Y, 64 ,Y,Y,A, 327 , -   ,28-May-13,NA
5XCT,1.2,IMMUNESYSTEM,N,0.154,0.185,Y, 92 ,N,Y,A, 327 , -   ,23-Mar-17,NA
4RLK,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.145,0.175,Y, 120 ,N,Y,A, 327 , -   ,17-Oct-14,NA
1OEW,0.9,HYDROLASE,N,NULL,0.147,Y, 54 ,N,Y,A, 328 , -   ,31-Mar-03,NA
1NUY,1.3,HYDROLASE,Y,0.158,0.206,Y, 107 ,N,Y,A, 328 , -   ,01-Feb-03,NA
1ODM,1.1,OXIDOREDUCTASE,N,0.143,0.152,Y, 28 ,N,Y,A, 329 , -   ,19-Feb-03,NA
3WDQ,1.3,HYDROLASE,N,0.145,0.164,Y, 44 ,N,Y,A, 329 , -   ,20-Jun-13,NA
3PVK,1.3,HYDROLASE,Y,0.169,0.184,Y, 55 ,N,Y,A, 330 , -   ,07-Dec-10,NA
6H10,1.1,OXIDOREDUCTASE,N,0.121,0.133,Y, 75 ,N,Y,A, 330 , -   ,10-Jul-18,NA
5ULB,1.3,SUGARBINDINGPROTEIN,N,0.112,0.153,Y, 127 ,N,Y,A, 331 , -   ,24-Jan-17,NA
4Y9W,0.83,HYDROLASE,N,0.117,0.125,Y, 134 ,N,Y,A, 331 , -   ,17-Feb-15,NA
3N12,1.2,HYDROLASE,Y,0.199,0.213,Y, 24 ,N,Y,A, 332 , -   ,15-May-10,NA
2WBQ,1.1,OXIDOREDUCTASE,Y,0.144,0.178,Y, 83 ,N,Y,A, 332 , -   ,02-Mar-09,NA
1N3L,1.2,LIGASE,N,0.18,0.223,Y, 103 ,N,Y,A, 332 , -   ,28-Oct-02,NA
1K5C,0.96,HYDROLASE,N,0.114,0.14,Y, 74 ,N,Y,A, 333 , -   ,10-Oct-01,NA
2BW4,0.9,OXIDOREDUCTASE,N,0.118,0.134,Y, 25 ,N,Y,A, 334 , -   ,12-Jul-05,NA
3N6Z,1.3,HYDROLASE,N,0.137,0.157,Y, 48 ,N,Y,A, 334 , -   ,26-May-10,NA
3WAR,1,TRANSFERASE,N,0.145,0.168,Y, 60 ,N,Y,A, 334 , -   ,07-May-13,NA
1OE1,1,REDUCTASE,N,0.118,0.142,Y, 60 ,N,N,A, 335 , -   ,18-Mar-03,NA
5DP2,0.96,OXIDOREDUCTASE,N,0.117,0.131,Y, 64 ,N,Y,A, 335 , -   ,12-Sep-15,NA
2E3B,1.3,OXIDOREDUCTASE,N,0.148,0.199,Y, 65 ,Y,Y,A, 336 , -   ,22-Nov-06,NA
5N3J,1.1,TRANSFERASE,Y,0.133,0.148,Y, 51 ,Y,Y,A, 337 , -   ,08-Feb-17,NA
5AKR,0.87,OXIDOREDUCTASE,N,0.10984,0.12714,Y, 73 ,Y,Y,A, 337 , -   ,05-Mar-15,NA
2Z72,1.1,HYDROLASE,N,0.11,0.161,Y, 90 ,N,Y,A, 338 , -   ,10-Aug-07,NA
5OFK,1.2,HYDROLASE,Y,0.173,0.186,Y, 82 ,Y,Y,A, 339 , -   ,11-Jul-17,NA
4LF0,1.1,HYDROLASE,N,0.131,0.137,Y, 56 ,N,Y,A, 340 , -   ,26-Jun-13,NA
2ABS,1.1,SIGNALINGPROTEINTRANSFERASE,Y,0.137,0.167,Y, 71 ,N,Y,A, 340 , -   ,16-Jul-05,NA
2UXY,1.3,HYDROLASE,N,0.111,0.136,Y, 97 ,N,Y,A, 340 , -   ,02-Apr-07,NA
4JJA,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.121,0.151,Y, 51 ,N,Y,A, 341 , -   ,07-Mar-13,NA
5Q22,1.2,CELLCYCLE,N,0.179,0.205,Y, 96 ,N,Y,A, 341 , -   ,15-May-17,NA
4MNK,1.3,HYDROLASE,Y,0.183,0.199,Y, 22 ,N,Y,A, 342 , -   ,11-Sep-13,NA
2X5X,1.2,HYDROLASE,N,0.139,0.176,Y, 55 ,N,Y,A, 342 , -   ,11-Feb-10,NA
6HAV,1.1,OXIDOREDUCTASE,N,0.119,0.134,Y, 64 ,N,Y,A, 342 , -   ,08-Aug-18,NA
2OKT,1.3,LYASE,N,0.139,0.181,Y, 67 ,N,Y,A, 342 , -   ,17-Jan-07,NA
6A9S,1.2,VIRALPROTEIN,N,0.108,0.13,Y, 75 ,N,Y,A, 342 , -   ,16-Jul-18,NA
1YFQ,1.1,SIGNALINGPROTEIN,N,0.152,0.186,N, 113 ,N,N,A, 342 , -   ,03-Jan-05,NA
1WKR,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.147,0.171,Y, 38 ,N,Y,A, 343 , -   ,02-Jun-04,NA
5OK4,1.3,OXIDOREDUCTASE,N,0.128,0.147,Y, 64 ,N,Y,A, 344 , -   ,25-Jul-17,NA
1TO2,1.3,HYDROLASE,Y,0.169,0.183,Y, 45 ,N,Y,E, 345 , -   ,11-Jun-04,NA
4AM1,1.3,TRANSFERASE,N,0.1607,0.1968,Y, 49 ,N,Y,A, 345 , -   ,07-Mar-12,NA
6J2U,1.3,OXIDOREDUCTASE,N,0.981,0.172,N, 60 ,N,Y,A, 345 , -   ,03-Jan-19,NA
1YQS,1.1,HYDROLASE,N,0.114,0.136,Y, 65 ,N,Y,A, 345 , -   ,02-Feb-05,NA
6NIB,1.2,HYDROLASE,N,0.112,0.137,Y, 91 ,N,Y,A, 345 , -   ,27-Dec-18,NA
5FEW,1.2,OXIDOREDUCTASE,Y,0.111,0.132,Y, 70 ,N,Y,A, 346 , -   ,17-Dec-15,NA
4GNR,1,TRANSPORTPROTEIN,N,0.127,0.147,Y, 34 ,N,Y,NA, 347 , -   ,17-Aug-12,NA
3ALF,1.2,HYDROLASE,N,0.176,0.187,N, 19 ,N,Y,A, 348 , -   ,03-Aug-10,NA
3CLM,1.1,LYASE,N,0.13,0.161,Y, 35 ,N,Y,A, 348 , -   ,19-Mar-08,NA
3IPC,1.3,TRANSPORTPROTEIN,Y,0.159,0.186,Y, 48 ,N,Y,A, 348 , -   ,17-Aug-09,NA
6SP9,1.2,TRANSFERASE,Y,0.221,0.235,Y, 53 ,N,Y,A, 348 , -   ,31-Aug-19,NA
3JTM,1.3,OXIDOREDUCTASE,N,0.154,0.178,Y, 46 ,N,Y,A, 351 , -   ,13-Sep-09,NA
3OYV,1.3,HYDROLASE,N,0.133,0.163,Y, 50 ,N,Y,A, 351 , -   ,23-Sep-10,NA
3AMR,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.139,0.178,N, 68 ,N,Y,A, 352 , -   ,22-Aug-10,NA
3SG0,1.2,SIGNALINGPROTEIN,N,0.15,0.162,Y, 55 ,N,Y,A, 353 , -   ,14-Jun-11,NA
3A72,1,HYDROLASE,N,NULL,0.125,N, 103 ,N,Y,A, 353 , -   ,11-Sep-09,NA
4OQV,1.2,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR10-FEB-14,N,0.142,0.157,Y, 544 ,N,Y,A, 353 , -   ,4OQV,NA
4B5N,1.1,OXIDOREDUCTASE,N,0.127,0.141,Y, 35 ,N,Y,A, 354 , -   ,07-Aug-12,NA
5NOA,1.3,HYDROLASE,N,0.123,0.148,Y, 50 ,N,Y,A, 354 , -   ,11-Apr-17,NA
5UQZ,1.1,SUGARBINDINGPROTEIN,N,0.126,0.146,Y, 54 ,N,Y,A, 354 , -   ,08-Feb-17,NA
1KA1,1.3,HYDROLASE,Y,0.134,0.169,Y, 63 ,N,Y,A, 354 , -   ,31-Oct-01,NA
4Q98,1.3,CELLADHESION,N,0.121,0.156,Y, 97 ,N,Y,A, 354 , -   ,29-Apr-14,NA
5VI6,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.122,0.143,Y, 61 ,Y,Y,A, 355 , -   ,14-Apr-17,NA
4F06,1.3,TRANSPORTPROTEIN,N,0.123,0.143,Y, 69 ,N,Y,A, 355 , -   ,03-May-12,NA
6FM7,1,HYDROLASE,N,0.117,0.136,Y, 27 ,N,Y,A, 356 , -   ,30-Jan-18,NA
4MZD,1.1,HYDROLASE,N,0.152,0.168,Y, 40 ,N,Y,A, 356 , -   ,30-Sep-13,NA
1M15,1.2,TRANSFERASE,N,0.123,0.14,Y, 87 ,N,Y,A, 356 , -   ,17-Jun-02,NA
5JXM,1.1,TRANSFERASE,N,0.179,0.211,Y, 99 ,Y,Y,A, 356 , -   ,13-May-16,NA
1T1G,1.2,HYDROLASE,N,0.202,0.222,Y, 37 ,N,N,A, 357 , -   ,16-Apr-04,NA
3PMO,1.3,TRANSFERASE,N,0.165,0.185,Y, 39 ,N,Y,A, 357 , -   ,17-Nov-10,NA
4YEC,1.1,UNKNOWNFUNCTION/INHIBITOR,N,0.159,0.191,Y, 63 ,N,Y,A, 357 , -   ,24-Feb-15,NA
3M5Q,0.93,OXIDOREDUCTASE,N,0.124,0.134,Y, 127 ,N,Y,A, 357 , -   ,12-Mar-10,NA
5XCY,1.2,HYDROLASE,N,0.139,0.158,Y, 31 ,N,Y,A, 358 , -   ,24-Mar-17,NA
4I5U,1.2,HYDROLASE,N,0.143,0.158,Y, 43 ,N,Y,A, 358 , -   ,29-Nov-12,NA
6IUX,1.2,HYDROLASE,N,0.16,0.183,Y, 81 ,N,Y,A, 358 , -   ,01-Dec-18,NA
5U69,1.3,PROTEINBINDINGINHIBITOR,Y,0.134,0.152,Y, 109 ,N,Y,A, 358 , -   ,07-Dec-16,NA
6UO3,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.184,0.19,Y, 43 ,N,Y,A, 359 , -   ,14-Oct-19,NA
4EZI,1.1,UNKNOWNFUNCTION,N,0.137,0.157,Y, 45 ,N,Y,A, 359 , -   ,02-May-12,NA
3L5L,1,OXIDOREDUCTASE,N,0.13,0.148,Y, 45 ,Y,Y,A, 359 , -   ,22-Dec-09,NA
5QIF,1.2,OXIDOREDUCTASE,N,0.164,0.183,Y, 52 ,N,Y,A, 359 , -   ,22-May-18,NA
3EOJ,1.3,PHOTOSYNTHESIS,N,0.137,0.161,Y, 55 ,N,Y,A, 359 , -   ,27-Sep-08,NA
5WGI,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.107,0.126,Y, 47 ,Y,Y,A, 360 , -   ,14-Jul-17,NA
4KV7,1.2,UNKNOWNFUNCTION,N,0.149,0.163,Y, 51 ,N,Y,A, 360 , -   ,22-May-13,NA
3TVJ,1.3,HYDROLASE,Y,0.159,0.205,Y, 62 ,N,Y,A, 360 , -   ,20-Sep-11,NA
4WZ4,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.187,0.199,Y, 108 ,N,Y,A, 360 , -   ,18-Nov-14,NA
6HFQ,1.1,BIOSYNTHETICPROTEIN,N,0.126,0.137,Y, 73 ,Y,Y,A, 361 , -   ,21-Aug-18,NA
6KBY,1.1,HYDROLASE,Y,0.169,0.181,N, 34 ,N,Y,A, 362 , -   ,26-Jun-19,NA
3B9W,1.3,TRANSPORTPROTEIN,N,0.148,0.171,Y, 59 ,N,Y,A, 362 , -   ,07-Nov-07,NA
6R8R,1.3,HYDROLASE,Y,0.149,0.178,Y, 78 ,N,Y,A, 362 , -   ,02-Apr-19,NA
4AWT,0.98,OXIDOREDUCTASE,N,NULL,0.106,Y, 71 ,N,Y,A, 363 , -   ,05-Jun-12,NA
1VYR,0.9,OXIDOREDUCTASE,Y,0.1162,0.1398,Y, 97 ,Y,Y,A, 363 , -   ,05-May-04,NA
1KWF,0.94,HYDROLASE,N,NULL,0.113,Y, 103 ,N,N,A, 363 , -   ,29-Jan-02,NA
1C0P,1.2,OXIDOREDUCTASE,Y,0.125,0.15,Y, 141 ,N,Y,A, 363 , -   ,19-Jul-99,NA
1OC7,1.1,HYDROLASE,N,0.106,0.124,Y, 38 ,N,Y,A, 364 , -   ,06-Feb-03,NA
4DXK,1.3,ISOMERASE,N,0.155,0.169,Y, 58 ,N,Y,NA, 364 , -   ,27-Feb-12,NA
5N6F,1.1,TRANSFERASE,Y,0.137,0.153,Y, 63 ,Y,Y,A, 365 , -   ,15-Feb-17,NA
5OBY,1.3,CHAPERONE,Y,0.142,0.161,Y, 90 ,N,Y,A, 365 , -   ,29-Jun-17,NA
6BG3,1.1,HYDROLASELIGASE/INHIBITOR,N,0.157,0.174,Y, 67 ,Y,Y,A, 366 , -   ,27-Oct-17,NA
4CD5,1.1,HYDROLASE,N,0.15273,0.17213,Y, 61 ,N,Y,A, 367 , -   ,30-Oct-13,NA
4CZQ,1.2,OXIDOREDUCTASE,N,0.1514,0.1619,Y, 62 ,Y,Y,A, 367 , -   ,21-Apr-14,NA
4WKA,0.95,HYDROLASE,N,0.113,0.123,Y, 38 ,Y,Y,A, 369 , -   ,02-Oct-14,NA
1GA6,1,HYDROLASE/HYDROLASEINHIBITOR,N,0.115,0.131,Y, 71 ,N,Y,A, 370 , -   ,29-Nov-00,NA
5Z3E,1.1,HYDROLASE,N,0.108,0.118,Y, 154 ,Y,Y,A, 371 , -   ,05-Jan-18,NA
5JK4,1.1,TRANSPORTPROTEIN,N,0.103,0.125,Y, 39 ,Y,Y,A, 372 , -   ,25-Apr-16,NA
2XN6,1.3,TRANSPORT,Y,0.20858,0.23453,Y, 40 ,N,Y,A, 372 , -   ,30-Jul-10,NA
4F1V,0.88,PHOSPHATE-BINDINGPROTEIN,N,0.126,0.14,Y, 51 ,Y,Y,A, 372 , -   ,07-May-12,NA
3IKW,1.3,LYASE,N,0.188,0.21,Y, 40 ,N,Y,A, 373 , -   ,06-Aug-09,NA
4RJZ,1.2,TRANSPORTPROTEIN,N,0.13,0.165,Y, 108 ,Y,Y,A, 373 , -   ,11-Oct-14,NA
3A9B,1.2,HYDROLASE,Y,0.149,0.169,Y, 36 ,N,Y,A, 374 , -   ,22-Oct-09,NA
4QLP,1.1,HYDROLASE/PROTEINBINDING,Y,0.129,0.143,Y, 78 ,Y,Y,A, 374 , -   ,12-Jun-14,NA
5I39,1.2,OXIDOREDUCTASE,N,0.142,0.157,Y, 43 ,N,Y,A, 375 , -   ,10-Feb-16,NA
6FI2,1.2,LYASE,N,0.14,0.166,Y, 70 ,N,Y,A, 375 , -   ,16-Jan-18,NA
5XW2,1.3,BIOSYNTHETICPROTEIN,N,0.169,0.185,N, 110 ,N,Y,A, 375 , -   ,29-Jun-17,NA
4XEM,1.3,LIGASE,N,0.162,0.179,Y, 34 ,N,Y,A, 377 , -   ,24-Dec-14,NA
6FG8,1.3,PROTEINBINDING,Y,0.153,0.184,Y, 91 ,N,Y,A, 377 , -   ,10-Jan-18,NA
5MK9,0.92,SUGARBINDINGPROTEIN,N,0.109,0.122,Y, 46 ,Y,Y,A, 378 , -   ,02-Dec-16,NA
4E2B,1.3,OXIDOREDUCTASE,N,0.147,0.171,Y, 57 ,N,Y,A, 378 , -   ,08-Mar-12,NA
4FS7,1.2,PROTEINBINDING,N,0.132,0.157,Y, 54 ,N,Y,A, 379 , -   ,27-Jun-12,NA
6FIH,1.1,PLANTPROTEIN,N,0.16,0.183,Y, 86 ,N,Y,A, 379 , -   ,18-Jan-18,NA
5IK4,1.3,STRUCTURALPROTEIN,N,0.16,0.182,Y, 112 ,Y,Y,A, 379 , -   ,03-Mar-16,NA
3I33,1.3,CHAPERONE,N,0.184,0.199,Y, 31 ,N,Y,A, 380 , -   ,30-Jun-09,NA
4RUW,1.3,HYDROLASE,N,0.138,0.148,Y, 42 ,N,Y,A, 381 , -   ,23-Nov-14,NA
4N03,1.1,TRANSPORTPROTEIN,N,0.125,0.149,Y, 53 ,N,Y,NA, 381 , -   ,30-Sep-13,NA
5LW3,1.2,ISOMERASE,N,0.145,0.16,Y, 63 ,N,Y,A, 381 , -   ,15-Sep-16,NA
5A1I,1.1,TRANSFERASE,Y,0.105,0.124,Y, 83 ,N,Y,A, 381 , -   ,30-Apr-15,NA
3NYC,1.1,OXIDOREDUCTASE,N,NULL,0.16,Y, 96 ,N,Y,A, 381 , -   ,14-Jul-10,NA
5SUI,1.3,PROTEINBINDING,N,0.13,0.162,N, 89 ,N,Y,A, 382 , -   ,03-Aug-16,NA
5NQ0,1.1,IMMUNESYSTEM,Y,0.19,0.209,Y, 58 ,N,Y,A, 383 , -   ,19-Apr-17,NA
5ZW7,1.3,BIOSYNTHETICPROTEIN,Y,0.114,0.127,Y, 74 ,N,Y,A, 383 , -   ,14-May-18,NA
6EFN,1.3,OXIDOREDUCTASE,N,0.145,0.169,Y, 78 ,N,Y,A, 383 , -   ,16-Aug-18,NA
3VWN,1.2,HYDROLASE,N,0.13,0.146,Y, 85 ,N,Y,X, 384 , -   ,30-Aug-12,NA
1K5N,1.1,IMMUNESYSTEM,N,0.123,0.148,Y, 45 ,N,Y,A, 385 , -   ,11-Oct-01,NA
2OLN,1.1,OXIDOREDUCTASE,N,0.124,0.149,Y, 86 ,N,Y,A, 385 , -   ,19-Jan-07,NA
6N1B,1.3,HYDROLASE,N,0.147,0.162,Y, 104 ,N,Y,A, 385 , -   ,08-Nov-18,NA
4K8G,1.3,METALBINDINGPROTEIN,N,0.141,0.148,Y, 50 ,N,Y,NA, 386 , -   ,18-Apr-13,NA
6VCX,1.1,TRANSFERASE,N,0.111,0.135,Y, 62 ,N,Y,A, 386 , -   ,23-Dec-19,NA
6PZD,1.1,VIRALPROTEIN,N,0.113,0.128,Y, 76 ,Y,Y,A, 386 , -   ,31-Jul-19,NA
1MUW,0.86,ISOMERASE,N,0.126,0.143,Y, 88 ,Y,Y,A, 386 , -   ,24-Sep-02,NA
4TPN,1.2,OXIDOREDUCTASE,N,0.163,0.171,Y, 135 ,N,Y,A, 386 , -   ,08-Jun-14,NA
4W8B,1.1,HYDROLASE,N,0.104,0.122,Y, 149 ,N,Y,A, 386 , -   ,22-Aug-14,NA
4DD5,1.3,TRANSFERASE,N,0.118,0.135,Y, 75 ,N,Y,A, 387 , -   ,18-Jan-12,NA
3SQZ,1.2,TRANSFERASE,Y,0.137,0.155,Y, 41 ,N,Y,A, 388 , -   ,06-Jul-11,NA
5A6M,1.2,HYDROLASE,N,0.116,0.135,Y, 47 ,N,Y,A, 389 , -   ,30-Jun-15,NA
3T2C,1.3,LYASEHYDROLASE,N,0.109,0.129,Y, 61 ,N,Y,A, 389 , -   ,22-Jul-11,NA
3H4T,1.1,TRANSFERASE,N,0.17,0.182,Y, 32 ,N,Y,A, 390 , -   ,20-Apr-09,NA
4XFK,1.3,TRANSPORTPROTEIN,N,0.138,0.161,Y, 44 ,N,Y,NA, 391 , -   ,27-Dec-14,NA
4BEU,1.1,TRANSFERASE,N,0.164,0.173,Y, 76 ,Y,Y,A, 392 , -   ,12-Mar-13,NA
1I24,1.2,BIOSYNTHETICPROTEIN,N,0.192,0.198,Y, 28 ,N,Y,A, 393 , -   ,05-Feb-01,NA
3S2J,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.171,0.177,Y, 64 ,N,Y,A, 393 , -   ,16-May-11,NA
4B1Y,1.3,STRUCTURALPROTEIN,N,0.152,0.174,Y, 65 ,N,Y,B, 394 , -   ,12-Jul-12,NA
1N40,1.1,OXIDOREDUCTASE,N,0.134,0.153,Y, 34 ,N,Y,A, 395 , -   ,30-Oct-02,NA
4JN7,1.1,LYASE,N,0.136,0.145,Y, 57 ,Y,Y,A, 395 , -   ,14-Mar-13,NA
2W8T,1.3,TRANSFERASE,N,0.15,0.165,Y, 18 ,N,Y,A, 398 , -   ,19-Jan-09,NA
4GBU,1.2,OXIDOREDUCTASE,Y,0.102,0.121,Y, 54 ,N,Y,A, 399 , -   ,28-Jul-12,NA
1JFB,1,OXIDOREDUCTASE,N,NULL,0.139,Y, 87 ,Y,N,A, 399 , -   ,20-Jun-01,NA
1JND,1.3,HORMONE/GROWTHFACTOR,N,NULL,0.202,N, 110 ,N,Y,A, 400 , -   ,23-Jul-01,NA
4S39,1.3,OXIDOREDUCTASE,Y,0.113,0.134,Y, 187 ,N,Y,A, 400 , -   ,26-Jan-15,NA
6SYV,1.1,HYDROLASE,N,0.163,0.182,Y, 78 ,Y,Y,A, 402 , -   ,01-Oct-19,NA
4M51,1.1,HYDROLASE,N,0.118,0.135,Y, 133 ,N,Y,A, 402 , -   ,07-Aug-13,NA
1H12,1.2,HYDROLASE,N,0.108,0.13,Y, 50 ,N,Y,A, 404 , -   ,02-Jul-02,NA
4L4E,1.3,OXIDOREDUCTASE,N,0.191,0.211,Y, 69 ,N,Y,A, 405 , -   ,07-Jun-13,NA
3MQD,1.3,TRANSFERASE,N,0.113,0.133,Y, 35 ,N,Y,A, 407 , -   ,28-Apr-10,NA
3A8G,1.1,LYASE,Y,0.143,0.169,Y, 67 ,N,Y,A, 407 , -   ,06-Oct-09,NA
3G5S,1.1,TRANSFERASE,Y,0.163,0.178,Y, 35 ,N,Y,NA, 410 , -   ,05-Feb-09,NA
2YHG,1.1,HYDROLASE,N,0.134,0.151,Y, 46 ,N,Y,A, 411 , -   ,30-Apr-11,NA
3VLA,0.95,PLANTPROTEIN,N,0.128,0.146,Y, 53 ,N,Y,A, 412 , -   ,30-Nov-11,NA
5KAR,1.1,HYDROLASE,N,0.136,0.152,Y, 67 ,Y,Y,A, 412 , -   ,02-Jun-16,NA
1OX0,1.3,TRANSFERASE,N,0.138,0.16,Y, 42 ,N,Y,A, 414 , -   ,31-Mar-03,NA
3TV3,1.3,IMMUNESYSTEM,N,0.159,0.184,Y, 51 ,Y,Y,L, 414 , -   ,19-Sep-11,NA
4RD4,1.3,TRANSLATION,N,0.168,0.197,Y, 66 ,N,Y,A, 414 , -   ,18-Sep-14,NA
6FYJ,1.3,OXIDOREDUCTASE,Y,0.174,0.193,Y, 56 ,N,Y,A, 417 , -   ,12-Mar-18,NA
2VFR,1.1,OXIDOREDUCTASE,N,0.14,0.165,Y, 35 ,N,Y,A, 418 , -   ,05-Nov-07,NA
6HPH,1.1,HYDROLASE,Y,0.129,0.163,Y, 161 ,N,Y,A, 418 , -   ,20-Sep-18,NA
1ITX,1.1,HYDROLASE,N,0.117,0.137,Y, 37 ,N,Y,A, 419 , -   ,13-Feb-02,NA
1MEX,1.3,IMMUNESYSTEM,N,NULL,0.213,Y, 73 ,N,Y,L, 420 , -   ,08-Aug-02,NA
1MJU,1.2,IMMUNESYSTEM,N,0.124,0.154,Y, 72 ,N,Y,L, 421 , -   ,28-Aug-02,NA
4NZU,1.2,IMMUNESYSTEM,N,0.137,0.163,Y, 69 ,Y,Y,L, 422 , -   ,12-Dec-13,NA
4TRP,1.3,IMMUNESYSTEM,N,0.151,0.178,Y, 69 ,N,Y,NA, 422 , -   ,17-Jun-14,NA
1RA0,1.1,HYDROLASE,N,0.168,0.172,N, 40 ,N,Y,A, 423 , -   ,31-Oct-03,NA
2W5Q,1.2,TRANSFERASE,N,0.171,0.185,Y, 34 ,N,Y,NA, 424 , -   ,11-Dec-08,NA
2O0B,1.1,TRANSFERASE,Y,0.128,0.154,Y, 61 ,N,Y,A, 424 , -   ,27-Nov-06,NA
6SSD,1.2,TRANSFERASE,N,0.112,0.129,Y, 70 ,N,Y,A, 424 , -   ,06-Sep-19,NA
6P7Z,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.182,0.198,Y, 48 ,N,Y,A, 425 , -   ,06-Jun-19,NA
4EL4,1.2,HYDROLASE,N,0.169,0.202,Y, 74 ,N,Y,A, 425 , -   ,10-Apr-12,NA
3NVS,1,TRANSFERASE,N,0.115,0.138,Y, 35 ,N,Y,A, 426 , -   ,08-Jul-10,NA
1UG6,0.99,HYDROLASE,N,0.122,0.13,N, 35 ,N,Y,A, 426 , -   ,12-Jun-03,NA
3HHT,1.2,LYASE,N,0.128,0.144,Y, 56 ,N,Y,A, 427 , -   ,17-May-09,NA
5AH1,1.2,HYDROLASE,N,0.13,0.149,Y, 57 ,Y,Y,A, 428 , -   ,04-Feb-15,NA
