PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
4K9M,1.1,LYASE,N,0.141,0.151,Y,A,523,20-APR-13,NA
4KAG,1.1,FLUORESCENTPROTEIN,N,0.145,0.161,Y,A,224,22-APR-13,NA
4KEF,1.1,ACTINBINDINGPROTEIN,N,0.127,0.144,Y,A,133,25-APR-13,NA
4KEM,1.3,LYASE,N,0.166,0.186,Y,AB,780,25-APR-13,NA
4KGD,1.1,OXIDOREDUCTASE,N,0.127,0.151,Y,AB,1171,29-APR-13,NA
4KLX,1.2,OXIDOREDUCTASE,N,0.184,0.244,Y,AB,321,07-MAY-13,NA
4KNK,1.1,HYDROLASE,N,0.122,0.139,Y,AB,414,10-MAY-13,NA
4KQP,0.95,TRANSPORTPROTEIN,N,0.115,0.120,Y,NA,230,15-MAY-13,NA
4KU0,1.1,HYDROLASE/PROTEINBINDING,Y,0.137,0.171,Y,ABC,372,21-MAY-13,NA
4KV7,1.2,UNKNOWNFUNCTION,N,0.149,0.163,Y,A,360,22-MAY-13,NA
4KWX,1.3,DNA,N,0.174,0.187,Y,ABCDEF,60,24-MAY-13,NA
4KXW,0.97,TRANSFERASE,Y,0.099,0.121,Y,A,621,28-MAY-13,NA
4L05,1.1,OXIDOREDUCTASE,N,0.114,0.118,Y,A,154,30-MAY-13,NA
4L1I,1.2,CALCIUMBINDINGPROTEIN,Y,0.152,0.191,Y,A,227,03-JUN-13,NA
4L25,1.1,DNA,N,0.231,0.240,Y,AB,24,04-JUN-13,NA
4L4E,1.3,OXIDOREDUCTASE,N,0.191,0.211,Y,A,405,07-JUN-13,NA
4L4F,1.3,OXIDOREDUCTASE,N,0.196,0.215,Y,A,405,07-JUN-13,NA
4L57,1.1,HYDROLASE,N,NULL,0.183,Y,AB,384,10-JUN-13,NA
4L8A,1.2,TRANSFERASE,N,0.130,0.156,Y,A,159,16-JUN-13,NA
4L9D,1.1,CELLADHESION,N,0.111,0.140,Y,AB,163,18-JUN-13,NA
4LA9,1.3,TRANSPORTPROTEIN,N,0.158,0.194,Y,NA,451,19-JUN-13,NA
4LDC,1.3,METALBINDINGPROTEIN,N,0.128,0.144,Y,A,149,24-JUN-13,NA
4LDJ,1.1,HYDROLASE,N,0.133,0.162,Y,A,170,24-JUN-13,NA
4LF0,1.1,HYDROLASE,N,0.131,0.137,Y,A,340,26-JUN-13,NA
4LGT,1.3,ISOMERASE/RNA,Y,0.174,0.203,Y,AD,535,28-JUN-13,NA
4LJ1,1.2,CELLINVASION,N,0.148,0.166,Y,A,135,04-JUL-13,NA
4LLD,1.2,IMMUNESYSTEM,N,0.146,0.170,Y,A,200,09-JUL-13,NA
4LN2,1,SIGNALINGPROTEIN,Y,0.140,0.152,Y,A,76,11-JUL-13,NA
4LOW,1.3,UNKNOWNFUNCTION,N,0.203,0.204,Y,AB,163,13-JUL-13,NA
4LQH,1.2,OXIDOREDUCTASE,N,0.147,0.160,Y,A,174,18-JUL-13,NA
4LQT,1.1,FLUORESCENTPROTEIN,N,0.135,0.146,Y,A,229,19-JUL-13,NA
4LTG,1.2,DNA,N,0.090,0.113,Y,A,10,23-JUL-13,NA
4LTT,1.3,TOXIN,N,0.181,0.212,Y,A,91,23-JUL-13,NA
4LUC,1.3,SIGNALINGPROTEIN/INHIBITOR,N,0.152,0.169,Y,AB,336,25-JUL-13,NA
4LUP,1.2,TRANSCRIPTION/DNA,Y,0.147,0.165,Y,AC,198,25-JUL-13,NA
4LVU,1.3,OXIDOREDUCTASE,N,0.118,0.141,Y,AB,504,26-JUL-13,NA
4LWU,1.1,LIGASE/LIGASEINHIBITOR,N,0.216,0.226,Y,A,85,28-JUL-13,NA
4LYP,1.3,HYDROLASE,N,0.121,0.153,Y,AB,831,31-JUL-13,NA
4M1V,1.3,PROTEINBINDING,N,0.109,0.143,Y,A,378,04-AUG-13,NA
4M1X,1.3,UNKNOWNFUNCTION,N,0.120,0.144,Y,ABCD,289,04-AUG-13,NA
4M51,1.1,HYDROLASE,N,0.118,0.135,Y,A,402,07-AUG-13,NA
4M5I,1.1,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.152,0.167,Y,NA,159,08-AUG-13,NA
4M6E,0.95,ANTIBIOTIC,N,0.135,0.142,Y,A,7,09-AUG-13,NA
4M91,1.1,OXIDOREDUCTASE,N,0.138,0.160,Y,A,159,14-AUG-13,NA
4M9V,0.97,TRANSCRIPTION/DNA,Y,0.131,0.143,Y,AD,162,15-AUG-13,NA
4MAK,1.1,HYDROLASE,N,0.136,0.173,Y,AB,149,16-AUG-13,NA
4MBH,1.2,HYDROLASE,N,0.138,0.161,Y,A,265,19-AUG-13,NA
4MF5,1.1,TRANSFERASE,N,0.114,0.127,Y,A,238,27-AUG-13,NA
4MHP,1.1,TRANSFERASE,N,0.166,0.186,Y,A,326,30-AUG-13,NA
4MIJ,1.1,TRANSPORTPROTEIN,N,0.139,0.152,Y,A,302,31-AUG-13,NA
4MJ9,0.97,DNA,N,0.087,0.096,Y,A,10,03-SEP-13,NA
4MJD,1.3,UNKNOWNFUNCTION,N,0.136,0.165,Y,AB,226,03-SEP-13,NA
4MJE,1.2,ELECTRONTRANSPORT,N,0.180,0.198,Y,A,99,03-SEP-13,NA
4MKN,1.1,ISOMERASE,N,0.161,0.177,Y,A,253,05-SEP-13,NA
4MKW,1.2,DNA,N,0.213,0.240,Y,AB,22,05-SEP-13,NA
4MN9,1.1,OXIDOREDUCTASE,N,0.141,0.153,Y,A,173,10-SEP-13,NA
4MNC,1.1,TRANSPORTPROTEIN,N,0.129,0.144,Y,A,305,10-SEP-13,NA
4MNK,1.3,HYDROLASE,Y,0.183,0.199,Y,A,342,11-SEP-13,NA
4MNS,1.2,ALLERGEN,Y,0.133,0.160,Y,A,159,11-SEP-13,NA
4MQ3,1.1,VIRALPROTEIN,N,0.142,0.176,Y,A,129,15-SEP-13,NA
4MQL,1.3,TRANSFERASE,N,0.154,0.165,Y,A,282,16-SEP-13,NA
4MRH,1.1,CELLADHESION/INHIBITOR,Y,0.170,0.184,Y,A,150,17-SEP-13,NA
4MRY,1.3,LUMINESCENTPROTEIN,N,0.175,0.193,Y,A,187,17-SEP-13,NA
4MSR,1.2,RNA,N,0.178,0.217,Y,AB,20,18-SEP-13,NA
4MTU,0.97,LYASE,N,0.146,0.152,Y,A,143,20-SEP-13,NA
4MU3,1.1,LYASE/LYASEINHIBITOR,N,0.126,0.139,Y,A,186,20-SEP-13,NA
4MUM,1.3,HYDROLASE,N,0.132,0.149,Y,A,198,22-SEP-13,NA
4MUV,1.3,NUCLEOTIDEBINDINGPROTEIN,N,0.138,0.172,Y,AB,281,23-SEP-13,NA
4MX6,1.1,TRANSPORTPROTEIN,N,0.134,0.153,Y,NA,305,25-SEP-13,NA
4MZC,0.95,OXIDOREDUCTASE,N,0.104,0.111,Y,A,106,30-SEP-13,NA
4MZD,1.1,HYDROLASE,N,0.152,0.168,Y,A,356,30-SEP-13,NA
4MZI,1.3,ANTITUMORPROTEIN,N,0.198,0.201,Y,A,193,30-SEP-13,NA
4N03,1.1,TRANSPORTPROTEIN,N,0.125,0.149,Y,NA,381,30-SEP-13,NA
4N0K,1.1,ELECTRONTRANSPORT,N,0.158,0.180,Y,AB,216,02-OCT-13,NA
4N13,1.3,TRANSPORTPROTEIN,N,0.138,0.161,Y,NA,253,03-OCT-13,NA
4N19,1.2,ISOMERASE,N,0.130,0.180,Y,A,107,03-OCT-13,NA
4N1I,1,HYDROLASE,N,0.115,0.139,Y,A,312,04-OCT-13,NA
4N1M,1.1,ISOMERASE,Y,0.135,0.163,Y,A,168,04-OCT-13,NA
4N30,1.3,OXIDOREDUCTASE,N,0.195,0.220,Y,A,182,06-OCT-13,NA
4N6K,1.2,TRANSPORTPROTEIN,N,0.140,0.162,Y,A,311,13-OCT-13,NA
4N6X,1.1,SIGNALINGPROTEIN,Y,0.148,0.163,Y,NA,91,14-OCT-13,NA
4N7F,1.1,PROTEINBINDING,N,0.182,0.200,Y,AB,74,15-OCT-13,NA
4NAG,0.81,BIOSYNTHETICPROTEIN,N,0.054,NULL,Y,AB,32,22-OCT-13,NA
4NAZ,1.1,TRANSFERASE,N,0.136,0.163,Y,A,130,22-OCT-13,NA
4NCU,1.1,VIRALPROTEIN,N,0.122,0.141,Y,A,27,25-OCT-13,NA
4NDS,1,SUGARBINDINGPROTEIN,N,0.110,0.125,Y,AB,188,27-OCT-13,NA
4NET,1.2,HYDROLASE,N,0.157,0.185,Y,AB,701,30-OCT-13,NA
4NFH,1.2,OXIDOREDUCTASE,Y,0.135,0.166,Y,AB,748,31-OCT-13,NA
4NFS,1.1,OXIDOREDUCTASE,Y,0.138,0.175,Y,AB,748,31-OCT-13,NA
4NI6,1.1,UNKNOWNFUNCTION,N,0.184,0.211,Y,A,138,05-NOV-13,NA
4NIO,1.3,PROTEINFIBRIL,N,0.205,0.233,Y,A,7,06-NOV-13,NA
4NIV,1,HYDROLASE,N,0.151,0.173,Y,A,192,08-NOV-13,NA
4NKP,1.2,CHAPERONE,N,0.129,0.149,Y,ABCD,548,12-NOV-13,NA
4NLF,1,RNA,N,0.099,0.116,Y,A,26,14-NOV-13,NA
4NLM,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.147,0.181,Y,A,321,14-NOV-13,NA
4NMG,1,RNA,N,0.121,0.141,Y,A,26,15-NOV-13,NA
4NNO,1.2,TRANSPORTPROTEIN,N,0.151,0.160,Y,A,278,18-NOV-13,NA
4NOA,1.3,UNKNOWNFUNCTION,N,0.160,0.175,Y,A,107,19-NOV-13,NA
4NOG,1.2,TRANSFERASE,N,0.135,0.165,Y,AB,846,19-NOV-13,NA
4NPD,0.9,PROTEINBINDING,N,0.113,0.130,Y,A,58,21-NOV-13,NA
4NSV,0.9,HYDROLASE/HYDROLASEINHIBITOR,N,0.139,0.158,Y,AB,528,29-NOV-13,NA
4NSY,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.166,0.208,Y,AB,529,29-NOV-13,NA
4NV3,1.1,TRANSPORTPROTEIN,N,0.129,0.143,Y,NA,726,04-DEC-13,NA
4NVB,1.2,OXIDOREDUCTASE,N,0.122,0.136,Y,A,289,05-DEC-13,NA
4NXH,1.2,RNA,N,0.117,0.148,Y,A,26,09-DEC-13,NA
4NYH,1.2,HYDROLASE,N,0.139,0.170,Y,ABC,541,10-DEC-13,NA
4NYQ,1.2,LIPIDBINDINGPROTEIN,N,0.146,0.192,Y,A,153,11-DEC-13,NA
4NZU,1.2,IMMUNESYSTEM,N,0.137,0.163,Y,L,422,12-DEC-13,NA
4O06,1.1,CHAPERONE,N,0.173,0.194,Y,A,102,13-DEC-13,NA
4O0A,1.2,DNABINDINGPROTEIN/INHIBITOR,N,0.164,0.176,Y,A,123,13-DEC-13,NA
4O36,1.2,HYDROLASE,N,0.185,0.226,Y,A,115,18-DEC-13,NA
4O41,1.2,RNA,N,NULL,0.212,Y,ABCD,41,18-DEC-13,NA
4O4V,1.2,ISOMERASE,N,0.146,0.156,Y,A,251,19-DEC-13,NA
4O6Q,0.95,HEMEBINDINGPROTEIN,N,0.136,0.146,Y,A,182,23-DEC-13,NA
4O6U,0.89,HEMEBINDINGPROTEIN,N,0.125,0.134,Y,A,182,23-DEC-13,NA
4O8H,0.85,ISOMERASE,N,0.108,0.119,Y,A,164,27-DEC-13,NA
4O8O,1.2,HYDROLASE,N,0.139,0.156,Y,A,303,28-DEC-13,NA
4OAE,1.3,TRANSFERASE,N,0.122,0.155,Y,A,160,04-JAN-14,NA
4OB0,1.2,LYASE,N,0.154,0.186,Y,A,430,06-JAN-14,NA
4OCB,0.75,DNA,N,0.122,0.134,Y,A,12,08-JAN-14,NA
4OD6,1.2,HYDROLASE,N,0.183,0.209,Y,A,82,10-JAN-14,NA
4OF9,1.2,OXYGENSTORAGE,N,0.120,0.141,Y,A,153,14-JAN-14,NA
4OH0,1.3,HYDROLASE,N,0.151,0.180,Y,A,242,16-JAN-14,NA
4OHJ,1.3,TOXIN,N,0.143,0.177,Y,AB,391,17-JAN-14,NA
4OI3,1.3,METALBINDINGPROTEIN,N,0.153,0.169,Y,AB,158,18-JAN-14,NA
4OLR,1.1,PROTEINFIBRIL,N,0.153,0.187,Y,AB,10,24-JAN-14,NA
4OMO,1,TRANSFERASE,N,0.149,0.168,Y,AB,120,27-JAN-14,NA
4OO4,0.97,OXIDOREDUCTASE,N,0.137,0.165,Y,AB,210,30-JAN-14,NA
4OOD,1.2,OXYGENSTORAGE,N,0.143,0.195,Y,A,154,31-JAN-14,NA
4OOX,1.2,VIRALPROTEIN,N,0.121,0.143,Y,A,308,04-FEB-14,NA
4OP5,1.1,HYDROLASE,N,0.132,0.157,Y,A,263,05-FEB-14,NA
4OQI,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.124,0.155,Y,A,263,09-FEB-14,NA
4OQV,1.2,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR10-FEB-14,N,0.142,0.157,Y,A,353,4OQV,NA
4OU1,1.3,LYASE,N,0.176,0.203,Y,A,247,14-FEB-14,NA
4OUS,1.1,SIGNALINGPROTEIN,N,0.152,0.161,Y,A,132,18-FEB-14,NA
4OWI,1.2,UNKNOWNFUNCTION,N,0.163,0.195,Y,AB,66,02-FEB-14,NA
4OXX,1.2,ELECTRONTRANSPORT,N,0.142,0.160,Y,A,153,07-FEB-14,NA
4OY3,1.2,HYDROLASE,N,0.130,0.145,Y,A,230,10-FEB-14,NA
4OY5,0.89,STRUCTURALPROTEIN,N,0.068,0.077,Y,A,14,10-FEB-14,NA
4OY6,1.3,OXIDOREDUCTASE,Y,0.125,0.140,Y,A,186,11-FEB-14,NA
4P3V,1.3,DNABINDINGPROTEIN,N,0.157,0.173,Y,A,72,10-MAR-14,NA
4P40,1.2,TRANSPORTPROTEIN,N,0.144,0.162,Y,A,285,10-MAR-14,NA
4P47,1.3,SOLUTE-BINDINGPROTEIN,N,0.165,0.188,Y,A,320,12-MAR-14,NA
4P5S,1,ELECTRONTRANSPORT,N,0.135,0.150,Y,A,105,19-MAR-14,NA
4P7X,1.3,OXIDOREDUCTASE,N,0.137,0.162,Y,A,286,28-MAR-14,NA
4P82,1.3,UNKNOWNFUNCTION,N,0.180,0.206,Y,A,180,30-MAR-14,NA
4P8B,1.3,TRANSPORTPROTEIN,N,0.155,0.174,Y,A,307,31-MAR-14,NA
4PA8,1.2,HYDROLASE,N,NULL,0.177,Y,A,236,07-APR-14,NA
4PAK,1.2,SOLUTE-BINDINGPROTEIN,N,0.154,0.164,Y,A,296,09-APR-14,NA
4PBH,1.2,SOLUTE-BINDINGPROTEIN,N,0.142,0.155,Y,A,293,12-APR-14,NA
4PC9,1.3,SOLUTE-BINDINGPROTEIN,N,0.136,0.148,Y,NA,289,14-APR-14,NA
4PE0,1.1,METALBINDINGPROTEIN/INHIBITOR,N,0.192,0.211,Y,XA,181,22-APR-14,NA
4PF3,1.1,TRANSCRIPTION/TRANSCRIPTIONINHIBITOR,N,0.155,0.177,Y,A,249,28-APR-14,NA
4PF4,1.1,TRANSFERASE,N,0.118,0.150,Y,A,278,28-APR-14,NA
4PJ2,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.149,0.168,Y,AB,488,11-MAY-14,NA
4PKL,1.3,SIGNALINGPROTEIN/INHIBITOR,N,0.170,0.179,Y,AB,218,15-MAY-14,NA
4PLG,1.2,OXIDOREDUCTASE,Y,0.167,0.188,Y,AB,645,16-MAY-14,NA
4PLZ,1.1,OXIDOREDUCTASE,N,0.130,0.146,Y,A,302,20-MAY-14,NA
4PM8,1.2,HYDROLASE,N,0.127,0.143,Y,A,262,20-MAY-14,NA
4PNO,0.97,RNABINDINGPROTEIN,Y,0.144,0.164,Y,A,64,24-MAY-14,NA
4PQ9,1.2,HYDROLASE,N,0.119,0.144,Y,AB,466,28-FEB-14,NA
4PS6,1.3,TOXIN,N,0.119,0.164,Y,A,127,06-MAR-14,NA
4PSC,1.1,HYDROLASE,N,0.147,0.167,Y,A,220,07-MAR-14,NA
4PSS,0.85,OXIDOREDUCTASE,N,0.154,0.169,Y,A,158,07-MAR-14,NA
4PVA,1.2,HYDROLASE,N,0.144,0.162,Y,A,324,15-MAR-14,NA
4PVK,1.3,OXIDOREDUCTASE,N,0.142,0.160,Y,A,490,17-MAR-14,NA
4PX8,1.3,TOXIN,N,0.158,0.189,Y,A,99,22-MAR-14,NA
4PZ0,1.3,SUGARBINDINGPROTEIN,N,0.129,0.149,Y,A,314,28-MAR-14,NA
4PZ3,1.1,CELLADHESION,N,0.167,0.177,Y,AB,305,28-MAR-14,NA
4Q03,1.2,HYDROLASE,N,0.166,0.188,Y,A,170,31-MAR-14,NA
4Q06,1.1,LYASE/LYASEINHIBITOR,N,0.140,0.168,Y,A,258,01-APR-14,NA
4Q08,1.1,LYASE/LYASEINHIBITOR,N,0.131,0.156,Y,A,257,01-APR-14,NA
4Q0H,1.2,TRANSFERASE,N,0.131,0.157,Y,A,321,02-APR-14,NA
4Q27,1.2,SUGARBINDINGPROTEIN,Y,0.152,0.180,Y,AB,260,07-APR-14,NA
4Q2L,1.1,TRANSPORTPROTEIN,N,0.184,0.199,Y,A,64,09-APR-14,NA
4Q4G,0.97,HYDROLASE,N,0.126,0.175,Y,X,207,14-APR-14,NA
4Q53,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.155,0.176,Y,AB,211,15-APR-14,NA
4Q68,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.112,0.138,Y,A,228,21-APR-14,NA
4Q7U,1.3,FLUORESCENTPROTEIN,N,0.149,0.177,Y,A,217,25-APR-14,NA
4Q8M,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.142,0.160,Y,A,373,28-APR-14,NA
4Q98,1.3,CELLADHESION,N,0.121,0.156,Y,A,354,29-APR-14,NA
4Q9W,1,FLUORESCENTPROTEIN,N,0.132,0.150,Y,AB,434,02-MAY-14,NA
4QA8,1.1,LIPIDTRANSPORT,N,0.165,0.189,Y,A,210,02-MAY-14,NA
4QAS,1.3,HYDROLASE,N,0.175,0.192,Y,AB,384,05-MAY-14,NA
4QB3,0.94,TRANSCRIPTION/TRANSCRIPTIONINHIBITOR,Y,0.137,0.155,Y,A,127,06-MAY-14,NA
4QBO,1.3,HYDROLASE,N,0.172,0.180,Y,A,92,08-MAY-14,NA
4QC6,1.3,TRANSFERASE/ANTIBIOTIC,N,0.148,0.166,Y,AB,358,09-MAY-14,NA
4QEK,1.3,TRANSFERASE,N,0.127,0.143,Y,A,281,16-MAY-14,NA
4QI8,1.1,OXIDOREDUCTASE,N,0.131,0.149,Y,AB,428,30-MAY-14,NA
4QIO,0.95,DNA,N,0.097,0.119,Y,A,10,01-JUN-14,NA
4QK7,1.1,VIRALPROTEIN,N,0.113,0.137,Y,A,25,05-JUN-14,NA
4QL3,1,HYDROLASE,N,0.139,0.162,Y,A,170,10-JUN-14,NA
4QLP,1.1,HYDROLASE/PROTEINBINDING,Y,0.129,0.143,Y,A,374,12-JUN-14,NA
4QP5,1.3,HYDROLASE,N,0.133,0.175,Y,AB,267,22-JUN-14,NA
4QPN,1.3,TRANSFERASE,N,0.124,0.167,Y,A,203,24-JUN-14,NA
4QPW,1.1,HYDROLASE,N,0.161,0.178,Y,A,142,25-JUN-14,NA
4QQH,1.2,PROTEINBINDING,N,0.154,0.167,Y,A,130,27-JUN-14,NA
4QQS,1.1,HYDROLASE,N,0.123,0.145,Y,AB,625,29-JUN-14,NA
4QRN,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.136,0.155,Y,ABCD,1398,01-JUL-14,NA
4QUS,1.3,TRANSFERASE,N,0.111,0.139,Y,AB,289,11-JUL-14,NA
4QXV,1.1,TRANSPORTPROTEIN,Y,0.134,0.152,Y,AB,231,22-JUL-14,NA
4QYN,1.2,TRANSPORTPROTEIN,N,0.189,0.216,Y,AB,266,24-JUL-14,NA
4QYO,1.2,IMMUNESYSTEM,Y,0.152,0.170,Y,A,234,24-JUL-14,NA
4QYT,1.1,UNKNOWNFUNCTION,N,0.111,0.132,Y,ABCD,756,25-JUL-14,NA
4R0X,1.2,ISOMERASE,N,0.159,0.167,Y,A,122,02-AUG-14,NA
4R15,0.97,DNA,Y,0.145,0.185,Y,AB,12,04-AUG-14,NA
4R1V,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.146,0.176,Y,A,289,07-AUG-14,NA
4R2X,0.93,TRANSFERASE,N,0.150,0.164,Y,CDEFAB,1460,13-AUG-14,NA
4R3F,1.3,ISOMERASE,N,0.122,0.143,Y,A,196,15-AUG-14,NA
4R49,1.3,DNA,N,0.219,0.260,Y,AB,20,19-AUG-14,NA
4R4D,1.3,DNA,N,0.271,0.311,Y,ABCD,40,19-AUG-14,NA
4R4S,1.1,HYDROLASE,N,0.105,0.128,Y,A,263,19-AUG-14,NA
4R5R,0.96,TOXIN,N,0.149,0.168,Y,AB,136,21-AUG-14,NA
4R6Y,1.2,TRANSPORTPROTEIN,N,0.115,0.148,Y,NA,317,26-AUG-14,NA
4R75,1.3,TRANSPORTPROTEIN,N,0.173,0.190,Y,A,318,26-AUG-14,NA
4R8J,1.2,DNA,N,0.110,0.125,Y,A,9,02-SEP-14,NA
4RBQ,1.1,RNA,N,0.131,0.154,Y,A,32,12-SEP-14,NA
4RBX,1.1,ANTIMICROBIALPROTEIN,N,0.186,0.188,Y,A,32,13-SEP-14,NA
4RBY,1.2,RNA,N,NULL,0.213,Y,A,11,13-SEP-14,NA
4RBZ,1.2,RNA,N,NULL,0.190,Y,A,10,13-SEP-14,NA
4RC0,1.1,RNA,N,NULL,0.211,Y,A,10,13-SEP-14,NA
4RD4,1.3,TRANSLATION,N,0.168,0.197,Y,A,414,18-SEP-14,NA
4REK,0.74,OXIDOREDUCTASE,N,0.113,0.123,Y,A,499,23-SEP-14,NA
4RFU,1.2,VIRALPROTEIN,N,0.175,0.181,Y,ABC,351,27-SEP-14,NA
4RGD,1.2,ANTIBIOTIC,N,0.120,0.147,Y,AB,140,29-SEP-14,NA
4RI5,1.3,HYDROLASE,Y,0.160,0.173,Y,AB,568,05-OCT-14,NA
4RJ1,0.92,RNA,N,0.093,0.109,Y,AB,12,08-OCT-14,NA
4RJ2,0.99,TRANSFERASE,N,0.176,0.189,Y,ABCDEF,1422,08-OCT-14,NA
4RJZ,1.2,TRANSPORTPROTEIN,N,0.130,0.165,Y,A,373,11-OCT-14,NA
4RKV,0.88,RNA,N,0.093,0.098,Y,AB,12,14-OCT-14,NA
4RLE,1.3,UNKNOWNFUNCTION,N,0.131,0.155,Y,A,116,16-OCT-14,NA
4RLK,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.145,0.175,Y,A,327,17-OCT-14,NA
4RLZ,1.2,VIRALPROTEIN,N,0.141,0.160,Y,AB,613,18-OCT-14,NA
4RMT,1.2,IMMUNESYSTEM,N,0.165,0.199,Y,A,100,22-OCT-14,NA
4RNE,1,RNA,N,0.103,0.119,Y,ABCDEFGH,48,24-OCT-14,NA
4RNX,1.3,OXIDOREDUCTASE,N,0.134,0.162,Y,AB,780,26-OCT-14,NA
4RQR,1.1,ELECTRONTRANSPORT,N,0.173,0.195,Y,A,107,04-NOV-14,NA
4RTZ,0.98,PROTEINBINDING,Y,0.143,0.158,Y,A,69,16-NOV-14,NA
4RU3,1.2,CELLINVASION,N,0.135,0.150,Y,A,205,18-NOV-14,NA
4RUW,1.3,HYDROLASE,N,0.138,0.148,Y,A,381,23-NOV-14,NA
4RV5,1,TRANSPORTPROTEIN,N,0.113,0.131,Y,NA,726,24-NOV-14,NA
4RVQ,1.1,PROTEINBINDING,N,0.125,0.146,Y,A,122,27-NOV-14,NA
4RWC,1.1,MEMBRANEPROTEIN,N,0.139,0.156,Y,A,22,02-DEC-14,NA
4RWU,1.3,CHAPERONE,N,0.123,0.149,Y,A,81,05-DEC-14,NA
4RXN,1.2,ELECTRONTRANSFER(IRON-SULFURPROTEIN),N,0.128,NULL,N,A,54,15-OCT-84,NA
4RXV,1.1,STRUCTURALGENOMICS,N,0.125,0.139,Y,A,229,UNKNOWNFUNCTION,NA
4RYS,1.2,FLUORESCENTPROTEIN,N,0.132,0.142,Y,A,229,17-DEC-14,NA
4RZ9,1.3,RNABINDINGPROTEIN,N,0.128,0.150,Y,A,179,19-DEC-14,NA
4S28,1.3,LYASE,N,0.117,0.137,Y,A,520,19-JAN-15,NA
4S39,1.3,OXIDOREDUCTASE,Y,0.113,0.134,Y,A,400,26-JAN-15,NA
4TKB,0.86,LIPIDBINDINGPROTEIN,N,0.109,0.121,Y,A,133,26-MAY-14,NA
4TKC,1.3,SUGARBINDINGPROTEIN,Y,0.162,0.207,Y,A,118,26-MAY-14,NA
4TLJ,1.2,TRANSPORTPROTEIN,N,0.132,0.159,Y,AB,324,30-MAY-14,NA
4TO7,1.3,STRUCTURALPROTEIN,N,0.168,0.187,Y,A,139,05-JUN-14,NA
4TPN,1.2,OXIDOREDUCTASE,N,0.163,0.171,Y,A,386,08-JUN-14,NA
4TQA,1.1,HYDROLASE,N,0.141,0.169,Y,AB,338,10-JUN-14,NA
4TRP,1.3,IMMUNESYSTEM,N,0.151,0.178,Y,NA,422,17-JUN-14,NA
4TTK,1.3,HYDROLASEINHIBITOR,N,0.264,0.276,Y,A,1,22-JUN-14,NA
4TTN,1.3,PLANTPROTEIN,N,0.213,0.229,Y,A,34,22-JUN-14,NA
4TTW,1.2,STRUCTURALPROTEIN,N,0.164,0.189,Y,A,132,23-JUN-14,NA
4TUT,0.9,MEMBRANEPROTEINDENOVOPROTEIN,N,0.071,0.098,Y,A,6,24-JUN-14,NA
4TWU,1.1,OXYGENTRANSPORT,N,0.164,0.185,Y,A,153,02-JUL-14,NA
4TWV,1.1,OXYGENTRANSPORT,N,0.149,0.165,Y,A,153,02-JUL-14,NA
4TXR,1,PROTEINTRANSPORT,Y,0.164,0.180,Y,B,214,04-JUL-14,NA
4TYF,1.1,HYDROLASE,N,0.152,0.174,Y,A,230,08-JUL-14,NA
4TZF,1.2,HYDROLASE,N,0.153,0.178,Y,A,229,10-JUL-14,NA
4U6O,1.3,TRANSCRIPTION,N,0.210,0.227,Y,AB,322,29-JUL-14,NA
4U8C,1.2,DNA/ANTIBIOTIC,Y,0.279,0.333,Y,AB,24,01-AUG-14,NA
4U98,1.1,TRANSFERASE,N,0.146,0.163,Y,A,451,05-AUG-14,NA
4U9H,0.89,OXIDOREDUCTASE,N,0.096,0.106,Y,S,798,06-AUG-14,NA
4UA6,0.79,HYDROLASE,N,NULL,0.115,Y,AB,522,08-AUG-14,NA
4UAS,1.2,HYDROLASE,Y,0.137,0.173,Y,AB,450,11-AUG-14,NA
4UAT,1.3,HYDROLASE,N,0.124,0.169,Y,AB,450,11-AUG-14,NA
4UAV,1.3,HYDROLASE,N,0.138,0.172,Y,NA,246,11-AUG-14,NA
4UBY,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.122,0.158,Y,ABCD,24,13-AUG-14,NA
4UBZ,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.089,0.110,Y,AB,12,13-AUG-14,NA
4UDX,1,OXIDOREDUCTASE,N,0.132,0.157,Y,X,633,12-DEC-14,NA
4UE0,1.2,VIRALPROTEIN,N,0.117,0.146,Y,ABC,345,14-DEC-14,NA
4UE8,1.1,TRANSLATION,Y,0.1461,0.1614,Y,A,199,16-DEC-14,NA
4UHC,1,HYDROLASE,N,0.11000,0.12853,Y,A,278,24-MAR-15,NA
4UHO,1.2,TRANSFERASE,N,0.10631,0.12314,Y,A,435,25-MAR-15,NA
